Frame Rate:,29.9700299700
Frame Number,Timecode,content_val,delta_hue,delta_lum,delta_sat
21,00:00:00.701,0.005488642939814815,0.005425347222222222,0.003200954861111111,0.007839626736111112
22,00:00:00.734,0.001564308449074074,0.0014105902777777778,0.001193576388888889,0.0020887586805555555
23,00:00:00.767,0.0,0.0,0.0,0.0
24,00:00:00.801,0.001564308449074074,0.0014105902777777778,0.001193576388888889,0.0020887586805555555
25,00:00:00.834,0.0020978009259259257,0.001980251736111111,0.0017903645833333333,0.0025227864583333335
26,00:00:00.868,0.00018084490740740742,8.138020833333333e-05,0.00021701388888888888,0.000244140625
27,00:00:00.901,0.0009313512731481481,0.0008680555555555555,0.0010579427083333333,0.0008680555555555555
28,00:00:00.934,0.0009765625,0.0008680555555555555,0.001247829861111111,0.0008138020833333334
29,00:00:00.968,0.0,0.0,0.0,0.0
30,00:00:01.001,0.001021773726851852,0.0011121961805555555,0.0009223090277777778,0.0010308159722222222
31,00:00:01.034,0.002161096643518519,0.002658420138888889,0.001193576388888889,0.002631293402777778
32,00:00:01.068,0.0,0.0,0.0,0.0
33,00:00:01.101,0.002161096643518519,0.002658420138888889,0.001193576388888889,0.002631293402777778
34,00:00:01.134,0.023121021412037035,0.03550889756944445,0.011691623263888888,0.022162543402777776
35,00:00:01.168,0.0,0.0,0.0,0.0
36,00:00:01.201,0.009503399884259259,0.011121961805555556,0.005208333333333333,0.012179904513888888
37,00:00:01.235,0.0020616319444444445,0.0017632378472222222,0.001247829861111111,0.003173828125
38,00:00:01.268,0.0,0.0,0.0,0.0
39,00:00:01.301,0.00039785879629629633,0.000244140625,0.00043402777777777775,0.0005154079861111111
40,00:00:01.335,0.004792390046296296,0.007731119791666667,0.0025227864583333335,0.004123263888888889
41,00:00:01.368,0.0,0.0,0.0,0.0
42,00:00:01.401,0.0029025607638888894,0.003390842013888889,0.00048828125,0.004828559027777778
43,00:00:01.435,9.04224537037037e-06,0.0,2.712673611111111e-05,0.0
44,00:00:01.468,0.0,0.0,0.0,0.0
45,00:00:01.502,9.04224537037037e-06,0.0,2.712673611111111e-05,0.0
46,00:00:01.535,3.5827817563657405,4.275282118055555,1.2601996527777777,5.212863498263889
47,00:00:01.568,0.002721715856481481,0.0018717447916666667,0.0013020833333333333,0.004991319444444444
48,00:00:01.602,2.712673611111111e-05,0.0,8.138020833333333e-05,0.0
49,00:00:01.635,0.0027488425925925927,0.0018717447916666667,0.0012749565972222222,0.005099826388888889
50,00:00:01.668,0.0006691261574074075,0.0005696614583333334,0.0005967881944444445,0.0008409288194444445
51,00:00:01.702,0.0,0.0,0.0,0.0
52,00:00:01.735,0.00023509837962962962,0.00010850694444444444,0.00035264756944444444,0.000244140625
53,00:00:01.768,0.0,0.0,0.0,0.0
54,00:00:01.802,0.0,0.0,0.0,0.0
55,00:00:01.835,0.0,0.0,0.0,0.0
56,00:00:01.869,0.0005063657407407407,0.00037977430555555556,0.00029839409722222225,0.0008409288194444445
57,00:00:01.902,0.0005063657407407407,0.00037977430555555556,0.00029839409722222225,0.0008409288194444445
58,00:00:01.935,0.0,0.0,0.0,0.0
59,00:00:01.969,0.0,0.0,0.0,0.0
60,00:00:02.002,0.0,0.0,0.0,0.0
61,00:00:02.035,0.0,0.0,0.0,0.0
62,00:00:02.069,0.0,0.0,0.0,0.0
63,00:00:02.102,0.0,0.0,0.0,0.0
64,00:00:02.135,0.0,0.0,0.0,0.0
65,00:00:02.169,0.00047923900462962964,0.0002712673611111111,0.000244140625,0.0009223090277777778
66,00:00:02.202,0.00047923900462962964,0.0002712673611111111,0.000244140625,0.0009223090277777778
67,00:00:02.236,0.0,0.0,0.0,0.0
68,00:00:02.269,0.00028935185185185184,0.0003255208333333333,0.00037977430555555556,0.00016276041666666666
69,00:00:02.302,0.0,0.0,0.0,0.0
70,00:00:02.336,0.00027126736111111107,0.00016276041666666666,0.00016276041666666666,0.00048828125
71,00:00:02.369,2.712673611111111e-05,0.0,8.138020833333333e-05,0.0
72,00:00:02.402,0.0,0.0,0.0,0.0
73,00:00:02.436,2.712673611111111e-05,0.0,8.138020833333333e-05,0.0
74,00:00:02.469,0.0,0.0,0.0,0.0
75,00:00:02.502,0.008599175347222222,0.005533854166666667,0.012179904513888888,0.008083767361111112
76,00:00:02.536,19.92139576099537,3.3191731770833335,33.03534613715278,23.40966796875
77,00:00:02.569,0.0008861400462962963,0.0006781684027777778,0.001003689236111111,0.0009765625
78,00:00:02.603,0.0,0.0,0.0,0.0
79,00:00:02.636,0.0005515769675925925,0.00010850694444444444,0.0008409288194444445,0.0007052951388888889
80,00:00:02.669,0.002586082175925926,0.0014105902777777778,0.0021158854166666665,0.004231770833333333
81,00:00:02.703,0.0,0.0,0.0,0.0
82,00:00:02.736,0.0017451533564814814,0.0007052951388888889,0.001681857638888889,0.0028483072916666665
83,00:00:02.769,0.0034450954861111106,0.0013292100694444445,0.0028483072916666665,0.006157769097222222
84,00:00:02.803,1.4131673177083333,1.1832953559027777,1.5631510416666667,1.4930555555555556
85,00:00:02.836,0.010715060763888888,0.009385850694444444,0.005560980902777778,0.017198350694444444
86,00:00:02.870,0.007441767939814815,0.0038248697916666665,0.004150390625,0.014350043402777778
87,00:00:02.903,0.0014015480324074076,0.0018446180555555555,0.00021701388888888888,0.002143012152777778
88,00:00:02.936,0.0,0.0,0.0,0.0
89,00:00:02.970,0.0,0.0,0.0,0.0
90,00:00:03.003,0.0,0.0,0.0,0.0
91,00:00:03.036,0.0,0.0,0.0,0.0
92,00:00:03.070,0.0,0.0,0.0,0.0
93,00:00:03.103,0.0,0.0,0.0,0.0
94,00:00:03.136,0.0,0.0,0.0,0.0
95,00:00:03.170,0.0,0.0,0.0,0.0
96,00:00:03.203,0.00011754918981481481,0.0,0.0002712673611111111,8.138020833333333e-05
97,00:00:03.237,0.0,0.0,0.0,0.0
98,00:00:03.270,0.00011754918981481481,0.0,0.0002712673611111111,8.138020833333333e-05
99,00:00:03.303,0.0019440827546296296,0.001247829861111111,0.001003689236111111,0.0035807291666666665
100,00:00:03.337,0.0027669270833333335,0.0013020833333333333,0.0010850694444444445,0.005913628472222222
101,00:00:03.370,0.0028844762731481486,0.0016004774305555555,0.0010579427083333333,0.005995008680555556
102,00:00:03.403,0.0,0.0,0.0,0.0
103,00:00:03.437,0.0,0.0,0.0,0.0
104,00:00:03.470,0.0,0.0,0.0,0.0
105,00:00:03.504,0.0,0.0,0.0,0.0
106,00:00:03.537,2.304009331597222,3.0511610243055554,1.1390516493055556,2.7218153211805554
107,00:00:03.570,0.0,0.0,0.0,0.0
108,00:00:03.604,0.0,0.0,0.0,0.0
109,00:00:03.637,0.0,0.0,0.0,0.0
110,00:00:03.670,0.0,0.0,0.0,0.0
111,00:00:03.704,0.0,0.0,0.0,0.0
112,00:00:03.737,0.0,0.0,0.0,0.0
113,00:00:03.770,0.0008951822916666666,0.00043402777777777775,0.001220703125,0.0010308159722222222
114,00:00:03.804,0.0009946469907407406,0.0007595486111111111,0.0009765625,0.001247829861111111
115,00:00:03.837,0.0003888165509259259,0.00016276041666666666,0.0006510416666666666,0.00035264756944444444
116,00:00:03.871,0.0029839409722222225,0.001925998263888889,0.003933376736111111,0.0030924479166666665
117,00:00:03.904,0.0020435474537037037,0.0018988715277777778,0.001681857638888889,0.0025499131944444445
118,00:00:03.937,0.0022515190972222225,0.00146484375,0.0016547309027777778,0.003634982638888889
119,00:00:03.971,0.0,0.0,0.0,0.0
120,00:00:04.004,0.0,0.0,0.0,0.0
121,00:00:04.037,0.0,0.0,0.0,0.0
122,00:00:04.071,0.0002803096064814815,0.00016276041666666666,0.00043402777777777775,0.000244140625
123,00:00:04.104,0.0002079716435185185,0.00010850694444444444,0.0003255208333333333,0.00018988715277777778
124,00:00:04.137,9.04224537037037e-06,0.0,2.712673611111111e-05,0.0
125,00:00:04.171,0.00017180266203703704,0.0,0.0004069010416666667,0.00010850694444444444
126,00:00:04.204,0.0,0.0,0.0,0.0
127,00:00:04.238,0.00013563368055555553,0.0,0.0003255208333333333,8.138020833333333e-05
128,00:00:04.271,0.0006239149305555556,0.00029839409722222225,0.0007866753472222222,0.0007866753472222222
129,00:00:04.304,0.0,0.0,0.0,0.0
130,00:00:04.338,0.00026222511574074077,0.00013563368055555556,0.0002712673611111111,0.00037977430555555556
131,00:00:04.371,0.0007685908564814813,0.0004611545138888889,0.0009223090277777778,0.0009223090277777778
132,00:00:04.404,0.0002170138888888889,0.00010850694444444444,0.00010850694444444444,0.00043402777777777775
133,00:00:04.438,0.00036168981481481485,0.00016276041666666666,0.0006239149305555555,0.00029839409722222225
134,00:00:04.471,0.0013563368055555557,0.0007866753472222222,0.00146484375,0.0018174913194444445
135,00:00:04.505,0.0005787037037037037,0.0005967881944444445,0.0006239149305555555,0.0005154079861111111
136,00:00:04.538,0.004747178819444445,0.004340277777777778,0.005072699652777778,0.004828559027777778
137,00:00:04.571,0.0,0.0,0.0,0.0
138,00:00:04.605,0.0,0.0,0.0,0.0
139,00:00:04.638,0.0,0.0,0.0,0.0
140,00:00:04.671,0.0,0.0,0.0,0.0
141,00:00:04.705,0.0013744212962962963,0.0004611545138888889,0.0018174913194444445,0.0018446180555555555
142,00:00:04.738,0.0,0.0,0.0,0.0
143,00:00:04.771,0.0,0.0,0.0,0.0
144,00:00:04.805,0.001148365162037037,0.0015733506944444445,0.0007052951388888889,0.0011664496527777778
145,00:00:04.838,0.00012659143518518518,0.00010850694444444444,0.00021701388888888888,5.425347222222222e-05
146,00:00:04.872,0.0004973234953703703,0.0005154079861111111,0.0007052951388888889,0.0002712673611111111
147,00:00:04.905,0.0005967881944444444,0.0006239149305555555,0.0004069010416666667,0.0007595486111111111
148,00:00:04.938,0.00043402777777777775,0.0003255208333333333,0.00037977430555555556,0.0005967881944444445
149,00:00:04.972,5.4253472222222226e-05,5.425347222222222e-05,2.712673611111111e-05,8.138020833333333e-05
150,00:00:05.005,0.0,0.0,0.0,0.0
151,00:00:05.038,0.0,0.0,0.0,0.0
152,00:00:05.072,0.0,0.0,0.0,0.0
153,00:00:05.105,0.0,0.0,0.0,0.0
154,00:00:05.138,0.0,0.0,0.0,0.0
155,00:00:05.172,0.0,0.0,0.0,0.0
156,00:00:05.205,0.0,0.0,0.0,0.0
157,00:00:05.239,0.0,0.0,0.0,0.0
158,00:00:05.272,0.0,0.0,0.0,0.0
159,00:00:05.305,0.0,0.0,0.0,0.0
160,00:00:05.339,0.0,0.0,0.0,0.0
161,00:00:05.372,0.0,0.0,0.0,0.0
162,00:00:05.405,0.001103153935185185,0.0005967881944444445,0.0015462239583333333,0.0011664496527777778
163,00:00:05.439,0.00014467592592592592,5.425347222222222e-05,0.00035264756944444444,2.712673611111111e-05
164,00:00:05.472,0.0003436053240740741,0.00018988715277777778,0.0006510416666666666,0.00018988715277777778
165,00:00:05.506,0.0,0.0,0.0,0.0
166,00:00:05.539,2.0217194733796298,2.541748046875,1.0256076388888888,2.497802734375
167,00:00:05.572,4.5211226851851856e-05,8.138020833333333e-05,2.712673611111111e-05,2.712673611111111e-05
168,00:00:05.606,0.0,0.0,0.0,0.0
169,00:00:05.639,1.4074526186342593,0.8154025607638888,1.8274468315972223,1.5795084635416667
170,00:00:05.672,0.00037977430555555556,0.00018988715277777778,0.00018988715277777778,0.0007595486111111111
171,00:00:05.706,0.000660083912037037,2.712673611111111e-05,0.0011121961805555555,0.0008409288194444445
172,00:00:05.739,12.468632450810185,15.077338324652779,10.222547743055555,12.106011284722221
173,00:00:05.772,1.0677897135416665,1.5528157552083333,0.6171061197916666,1.033447265625
174,00:00:05.806,0.05115198206018518,0.035346137152777776,0.05650499131944445,0.061604817708333336
175,00:00:05.839,0.056767216435185196,0.046712239583333336,0.056830512152777776,0.06675889756944445
176,00:00:05.873,0.14187282986111113,0.11979166666666667,0.1642523871527778,0.1415744357638889
177,00:00:05.906,0.07790798611111112,0.028944227430555556,0.1232638888888889,0.0815158420138889
178,00:00:05.939,0.07987919560185185,0.07861328125,0.0732693142361111,0.08775499131944445
179,00:00:05.973,0.37384259259259256,0.23323567708333334,0.6520724826388888,0.23621961805555555
180,00:00:06.006,0.1551739728009259,0.129638671875,0.2011990017361111,0.13468424479166666
181,00:00:06.039,0.12815574363425927,0.10823567708333333,0.178466796875,0.09776475694444445
182,00:00:06.073,0.2994520399305556,0.3707682291666667,0.2796766493055556,0.24791124131944445
183,00:00:06.106,0.07493308738425926,0.04530164930555555,0.09247504340277778,0.08702256944444445
184,00:00:06.139,0.07072844328703703,0.05113389756944445,0.08455403645833333,0.07649739583333333
185,00:00:06.173,0.05130570023148148,0.031141493055555556,0.0710177951388889,0.0517578125
186,00:00:06.206,0.03217230902777778,0.022894965277777776,0.043294270833333336,0.030327690972222224
187,00:00:06.240,0.024622034143518517,0.032470703125,0.02587890625,0.015516493055555556
188,00:00:06.273,0.028691044560185185,0.016167534722222224,0.046332465277777776,0.023573133680555556
189,00:00:06.306,0.006148726851851852,0.001220703125,0.009494357638888888,0.007731119791666667
190,00:00:06.340,0.02081524884259259,0.009521484375,0.033501519097222224,0.019422743055555556
191,00:00:06.373,0.0536205150462963,0.015299479166666666,0.09391276041666667,0.05164930555555555
192,00:00:06.406,0.025490089699074073,0.012749565972222222,0.03746202256944445,0.026258680555555556
193,00:00:06.440,0.02313910590277778,0.008409288194444444,0.036458333333333336,0.024549696180555556
194,00:00:06.473,0.09147135416666667,0.06306966145833333,0.1325412326388889,0.07880316840277778
195,00:00:06.506,0.03544560185185185,0.027615017361111112,0.04408094618055555,0.03464084201388889
196,00:00:06.540,0.02809425636574074,0.025526258680555556,0.032660590277777776,0.026095920138888888
197,00:00:06.573,0.12636537905092593,0.1186252170138889,0.1006130642361111,0.1598578559027778
198,00:00:06.607,0.02973994502314815,0.017388237847222224,0.03298611111111111,0.03884548611111111
199,00:00:06.640,0.051685474537037035,0.026258680555555556,0.061089409722222224,0.06770833333333333
200,00:00:06.673,0.06572808159722222,0.027153862847222224,0.08978949652777778,0.08024088541666667
201,00:00:06.707,0.048990885416666664,0.027289496527777776,0.05905490451388889,0.060628255208333336
202,00:00:06.740,0.044270833333333336,0.019341362847222224,0.058648003472222224,0.05482313368055555
203,00:00:06.773,0.1131908275462963,0.06689453125,0.15733506944444445,0.11534288194444445
204,00:00:06.807,0.062093098958333336,0.035454644097222224,0.08558485243055555,0.06523980034722222
205,00:00:06.840,0.04220015914351852,0.012071397569444444,0.06892903645833333,0.045600043402777776
206,00:00:06.874,0.11182544849537039,0.07600911458333333,0.17244466145833334,0.08702256944444445
207,00:00:06.907,0.04568142361111111,0.009168836805555556,0.08311631944444445,0.044759114583333336
208,00:00:06.940,0.02981228298611111,0.011528862847222222,0.05360243055555555,0.024305555555555556
209,00:00:06.974,0.0027398003472222225,0.00029839409722222225,0.005289713541666667,0.002631293402777778
210,00:00:07.007,3.5040599681712963,5.578097873263889,1.51904296875,3.4150390625
211,00:00:07.040,0.04432508680555556,0.04161241319444445,0.046223958333333336,0.04513888888888889
212,00:00:07.074,0.040563512731481476,0.037027994791666664,0.042046440972222224,0.04261610243055555
213,00:00:07.107,0.052463107638888895,0.04258897569444445,0.060492621527777776,0.05430772569444445
214,00:00:07.140,0.0788935908564815,0.05712890625,0.09806315104166667,0.08148871527777778
215,00:00:07.174,0.07478841145833333,0.05579969618055555,0.08783637152777778,0.08072916666666667
216,00:00:07.207,0.0564869068287037,0.03233506944444445,0.0766330295138889,0.060492621527777776
217,00:00:07.241,0.07188585069444443,0.0635036892361111,0.08550347222222222,0.066650390625
218,00:00:07.274,0.0675636574074074,0.05398220486111111,0.093994140625,0.05471462673611111
219,00:00:07.307,0.10484483506944446,0.0986056857638889,0.12586805555555555,0.0900607638888889
220,00:00:07.341,0.11350730613425926,0.06032986111111111,0.1797417534722222,0.10045030381944445
221,00:00:07.374,0.9035554108796298,0.5095486111111112,1.2180718315972223,0.9830457899305556
222,00:00:07.407,0.08091905381944443,0.04635959201388889,0.11992730034722222,0.07647026909722222
223,00:00:07.441,0.08175998263888888,0.06806098090277778,0.1059841579861111,0.07123480902777778
224,00:00:07.474,0.36895073784722215,0.16978624131944445,0.5513780381944444,0.3856879340277778
225,00:00:07.508,0.08581995081018519,0.06523980034722222,0.1184353298611111,0.07378472222222222
226,00:00:07.541,0.09502495659722221,0.06355794270833333,0.13053385416666666,0.09098307291666667
227,00:00:07.574,0.06302445023148147,0.04470486111111111,0.08222113715277778,0.06214735243055555
228,00:00:07.608,0.0893825954861111,0.046685112847222224,0.1286892361111111,0.0927734375
229,00:00:07.641,0.07758246527777778,0.033637152777777776,0.1178927951388889,0.08121744791666667
230,00:00:07.674,0.0690646701388889,0.03504774305555555,0.08854166666666667,0.08360460069444445
231,00:00:07.708,0.07555700231481481,0.043267144097222224,0.10435655381944445,0.07904730902777778
232,00:00:07.741,0.10249385127314814,0.05799696180555555,0.1438259548611111,0.10565863715277778
233,00:00:07.774,0.08621780960648147,0.06754557291666667,0.10356987847222222,0.08753797743055555
234,00:00:07.808,0.0881980613425926,0.044135199652777776,0.12367078993055555,0.09678819444444445
235,00:00:07.841,0.1003146701388889,0.027940538194444444,0.16975911458333334,0.1032443576388889
236,00:00:07.875,0.03520146122685185,0.010769314236111112,0.05105251736111111,0.043782552083333336
237,00:00:07.908,0.05178493923611111,0.00732421875,0.09619140625,0.051839192708333336
238,00:00:07.941,0.1361762152777778,0.07573784722222222,0.20694986979166666,0.12584092881944445
239,00:00:07.975,0.08262803819444443,0.024739583333333332,0.1294487847222222,0.09369574652777778
240,00:00:08.008,0.07267252604166667,0.03342013888888889,0.11992730034722222,0.0646701388888889
241,00:00:08.041,0.07374855324074074,0.043755425347222224,0.11737738715277778,0.060112847222222224
242,00:00:08.075,0.08000578703703703,0.04163953993055555,0.11553276909722222,0.08284505208333333
243,00:00:08.108,0.13786711516203706,0.06388346354166667,0.19759114583333334,0.1521267361111111
244,00:00:08.141,0.2037398726851852,0.11588541666666667,0.2971462673611111,0.1981879340277778
245,00:00:08.175,0.2081344039351852,0.1330023871527778,0.2867838541666667,0.2046169704861111
246,00:00:08.208,0.196949146412037,0.10753038194444445,0.2794053819444444,0.2039116753472222
247,00:00:08.242,0.2957808883101852,0.2102593315972222,0.4181857638888889,0.2588975694444444
248,00:00:08.275,0.21365017361111108,0.1606174045138889,0.2736545138888889,0.20667860243055555
249,00:00:08.308,0.11692527488425926,0.046332465277777776,0.19908311631944445,0.10536024305555555
250,00:00:08.342,0.13701714409722224,0.09141710069444445,0.2170138888888889,0.10262044270833333
251,00:00:08.375,0.15599681712962962,0.0907931857638889,0.22987196180555555,0.14732530381944445
252,00:00:08.408,0.08616355613425926,0.041910807291666664,0.1239963107638889,0.09258355034722222
253,00:00:08.442,0.1380570023148148,0.0856662326388889,0.1955295138888889,0.13297526041666666
254,00:00:08.475,0.07105396412037036,0.037109375,0.1012912326388889,0.07476128472222222
255,00:00:08.508,0.042236328125,0.028510199652777776,0.07164171006944445,0.026557074652777776
256,00:00:08.542,0.06724717881944443,0.026421440972222224,0.12562391493055555,0.04969618055555555
257,00:00:08.575,0.025960286458333332,0.005940755208333333,0.041937934027777776,0.030002170138888888
258,00:00:08.609,0.02958622685185185,0.007839626736111112,0.046196831597222224,0.034722222222222224
259,00:00:08.642,0.08086480034722222,0.046142578125,0.10435655381944445,0.09209526909722222
260,00:00:08.675,0.09609194155092593,0.04690212673611111,0.1255425347222222,0.11583116319444445
261,00:00:08.709,0.09440104166666667,0.025282118055555556,0.14208984375,0.11583116319444445
262,00:00:08.742,0.11935763888888888,0.0871853298611111,0.14341905381944445,0.1274685329861111
263,00:00:08.775,0.11954752604166667,0.0978732638888889,0.1283637152777778,0.13240559895833334
264,00:00:08.809,0.08037651909722222,0.056396484375,0.09076605902777778,0.0939670138888889
265,00:00:08.842,0.05872034143518518,0.030463324652777776,0.08539496527777778,0.060302734375
266,00:00:08.876,0.022307219328703703,0.018853081597222224,0.027370876736111112,0.020697699652777776
267,00:00:08.909,0.036069516782407406,0.018798828125,0.049994574652777776,0.03941514756944445
268,00:00:08.942,0.06254521122685185,0.016303168402777776,0.09795464409722222,0.07337782118055555
269,00:00:08.976,0.09524197048611112,0.044487847222222224,0.13633897569444445,0.10489908854166667
270,00:00:09.009,3.3249059606481484,5.335394965277778,1.4857313368055556,3.153591579861111
271,00:00:09.042,0.0685130931712963,0.03811306423611111,0.0923122829861111,0.07511393229166667
272,00:00:09.076,0.0592357494212963,0.04383680555555555,0.07188585069444445,0.06198459201388889
273,00:00:09.109,0.013852719907407407,0.0029296875,0.022542317708333332,0.016086154513888888
274,00:00:09.142,0.09520580150462964,0.035101996527777776,0.18296983506944445,0.06754557291666667
275,00:00:09.176,49.03464988425926,42.506076388888886,75.21563042534723,29.382242838541668
276,00:00:09.209,0.09702329282407407,0.11409505208333333,0.098876953125,0.0780978732638889
277,00:00:09.243,0.029387297453703703,0.037299262152777776,0.025851779513888888,0.025010850694444444
278,00:00:09.276,0.033619068287037035,0.03455946180555555,0.028021918402777776,0.038275824652777776
279,00:00:09.309,0.5179850260416666,0.8394639756944444,0.2544759114583333,0.4600151909722222
280,00:00:09.343,0.08887622974537036,0.1455078125,0.056206597222222224,0.0649142795138889
281,00:00:09.376,0.11161747685185186,0.1845974392361111,0.05799696180555555,0.0922580295138889
282,00:00:09.409,0.3038013599537037,0.421875,0.19246419270833334,0.2970648871527778
283,00:00:09.443,0.16860170717592593,0.24327256944444445,0.15223524305555555,0.11029730902777778
284,00:00:09.476,0.11009837962962961,0.13077799479166666,0.1023220486111111,0.0971950954861111
285,00:00:09.510,0.6003960503472222,0.8524848090277778,0.4810112847222222,0.4676920572916667
286,00:00:09.543,0.07282624421296297,0.0669216579861111,0.10755750868055555,0.043999565972222224
287,00:00:09.576,0.08064778645833333,0.1313205295138889,0.06575520833333333,0.044867621527777776
288,00:00:09.610,0.9296061197916666,1.2313639322916667,0.7886827256944444,0.7687717013888888
289,00:00:09.643,0.23508933738425927,0.2855360243055556,0.2579481336805556,0.16178385416666666
290,00:00:09.676,0.07118055555555555,0.07261827256944445,0.08045789930555555,0.060465494791666664
291,00:00:09.710,0.862838179976852,1.1374782986111112,0.6768391927083334,0.7741970486111112
292,00:00:09.743,0.37520797164351855,0.4517144097222222,0.4080946180555556,0.2658148871527778
293,00:00:09.776,0.03748914930555555,0.05360243055555555,0.027072482638888888,0.031792534722222224
294,00:00:09.810,0.4005172164351852,0.4498969184027778,0.4296603732638889,0.3219943576388889
295,00:00:09.843,2.716001157407408,2.2928059895833335,3.7578938802083335,2.0973036024305554
296,00:00:09.877,0.03954173900462963,0.04578993055555555,0.033203125,0.039632161458333336
297,00:00:09.910,2.6552282262731484,4.247938368055555,1.4310438368055556,2.2867024739583335
298,00:00:09.943,0.2440230758101852,0.3623318142361111,0.2045355902777778,0.16520182291666666
299,00:00:09.977,0.05287000868055555,0.06222873263888889,0.04627821180555555,0.050103081597222224
300,00:00:10.010,0.5269187644675927,0.7311469184027778,0.4388834635416667,0.4107259114583333
301,00:00:10.043,0.31956199363425924,0.4456108940972222,0.3072102864583333,0.2058648003472222
302,00:00:10.077,0.17244466145833334,0.2300075954861111,0.145263671875,0.1420627170138889
